db_id,artistName,trackName,albumName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
333,OR3O,Funked Up,Funked Up,0.706,0.924,1,-5.578,1,0.144,0.0902,5.04E-06,0.301,0.601,145.007
334,Kawai Sprite,Fresh - Boyfriend Remix,"Friday Night Funkin', Vol. 1 (Original Game Soundtrack)",0.87,0.811,8,-8.596,1,0.0998,0.786,0.000603,0.114,0.963,119.972
335,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
336,Thomas Sanders,Rhythm Redux,Rhythm Redux,0.764,0.712,11,-7.979,1,0.186,0.0773,1.2E-05,0.0913,0.863,134.971
337,F-777,The 7 Seas,Pirate Dance Machine,0.593,0.927,5,-5.761,0,0.076,0.064,0.966,0.183,0.546,140.048
338,宝鐘マリン,Unison,Unison,0.65,0.565,1,-10.735,0,0.0712,0.0389,0.0396,0.0261,0.648,159.971
339,Freakkill,Hope,HOPE,0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559
340,atsuover,storm,The War to End All Wars,0.515,0.992,7,-6.32,1,0.08,0.0011,6.86E-06,0.382,0.112,122.017
341,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
342,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
343,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
344,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
345,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
346,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
347,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
348,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
349,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
350,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
351,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
352,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
353,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
354,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
355,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
356,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
357,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
358,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
359,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,0.576,0.633,9,-8.903,0,0.0517,0.578,0.0,0.118,0.766,134.901
360,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
361,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
362,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
363,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
364,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
365,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
366,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
367,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
368,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
369,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
370,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
371,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
372,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
373,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
374,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
